rest_id,rest_name,menu_id,menu_name,category_large,category_small,category_main,menu_ingredient
674917,신묘한 곱도리식당,1052317,소곱창김치볶음밥,한식,볶음밥/소고기,백반/죽/국수/한식,야채/김치/쌀/소곱창
674917,신묘한 곱도리식당,1052318,소대창김치볶음밥,한식,볶음밥/소고기,백반/죽/국수/한식,야채/김치/쌀/소대창
674917,신묘한 곱도리식당,1052319,얼큰한소곱창전골,한식,전골/소고기,백반/죽/국수/한식,야채/소곱창
674917,신묘한 곱도리식당,1052320,묵은지돼지김치찜,한식,돼지고기/찜,백반/죽/국수/한식,김치/돼지고기/묵은지
690480,돈부리바쇼 유메노덴,554373,사케동,일식,덮밥/밥,돈까스/회/일식,쌀/연어
690480,돈부리바쇼 유메노덴,554375,가츠동,일식,덮밥/밥,돈까스/회/일식,돼지고기/쌀/계란/양파/밀가루/파
690480,돈부리바쇼 유메노덴,554378,오야꼬동,일식,덮밥/밥,돈까스/회/일식,야채/쌀/닭고기
690480,돈부리바쇼 유메노덴,554381,규동,일식,덮밥/밥,돈까스/회/일식,소고기/쌀
690480,돈부리바쇼 유메노덴,554383,에비동,일식,덮밥/밥,돈까스/회/일식,새우
703790,손수김밥,1054114,손수김밥,분식,김밥/밥,분식,야채/쌀/김
703790,손수김밥,1054116,참치김밥,분식,생선/김밥,분식,야채/참치/쌀/김
703790,손수김밥,1054119,샐러드김밥,분식,김밥/밥,분식,야채/쌀/김
703790,손수김밥,1054120,참치고추김밥,분식,생선/김밥,분식,야채/고추/쌀/햄/김/참치
703790,손수김밥,1054122,돈까스김밥,분식,돈까스/김밥,분식,야채/돼지고기/쌀/밀가루/빵가루/김
703790,손수김밥,1054129,떡볶이,분식,떡/볶음,분식,야채/떡/어묵
703790,손수김밥,1054134,고기만두,분식,고기/만두,분식,야채/두부/고기/밀가루
703790,손수김밥,1054135,김치만두,분식,만두,분식,야채/김치/두부/고기/밀가루
703790,손수김밥,1054141,라면,분식,라면/면,분식,면
703790,손수김밥,1054147,우동,분식,우동/면,분식,면/가쓰오부시
703790,손수김밥,1054148,쫄면,분식,면,백반/죽/국수/한식,야채/콩나물/면
703790,손수김밥,1054149,잔치국수,분식,면,백반/죽/국수/한식,야채/면
703790,손수김밥,1054150,비빔국수,분식,면,백반/죽/국수/한식,야채/면
703790,손수김밥,1054151,바지락칼국수,분식,칼국수/면,백반/죽/국수/한식,야채/면/바지락
703790,손수김밥,1054152,손수수제비,분식,수제비/면,백반/죽/국수/한식,야채/밀가루/수제비
703790,손수김밥,1054154,야채볶음밥,분식,볶음밥/밥,분식,야채/쌀
703790,손수김밥,1054155,김치볶음밥,분식,볶음밥/밥,분식,야채/김치/쌀
703790,손수김밥,1054156,새우볶음밥,분식,해산물/볶음밥,분식,야채/새우/쌀
703790,손수김밥,1054157,참치볶음밥,분식,생선/볶음밥,분식,야채/참치/쌀
703790,손수김밥,1054158,소고기볶음밥,분식,고기/볶음밥,분식,야채/소고기/쌀
703790,손수김밥,1054159,참치김치볶음밥,분식,생선/볶음밥,분식,야채/김치/참치/쌀
703790,손수김밥,1054160,오므라이스,분식,볶음밥/밥,분식,야채/쌀/계란
703790,손수김밥,1054161,김치오므라이스,분식,볶음밥/밥,분식,야채/김치/쌀/계란
703790,손수김밥,1054162,새우오므라이스,분식,해산물/볶음밥,분식,야채/새우/쌀/계란
703790,손수김밥,1054163,참치오므라이스,분식,생선/볶음밥,분식,야채/쌀/계란/참치
703790,손수김밥,1054169,제육덮밥,분식,덮밥/밥,백반/죽/국수/한식,야채/쌀/돼지고기/고기
703790,손수김밥,1054172,불고기덮밥,분식,불고기/덮밥,백반/죽/국수/한식,쌀/소고기/야채
703790,손수김밥,1054175,등심돈까스,분식,돈까스,돈까스/회/일식,계란/돼지고기/밀가루/빵가루
703790,손수김밥,1054180,떡국,분식,떡/국,분식,소고기/계란/떡
703790,손수김밥,1054182,만두국,분식,만두/국,분식,야채/두부/고기/밀가루
703790,손수김밥,1054183,물냉면,분식,냉면/면,분식,야채/메밀면/계란
703790,손수김밥,1054190,소고기양푼이비빔밥,한식,고기/비빔밥,분식,야채/쌀/소고기
703790,손수김밥,1054192,소고기돌솥비빔밥,한식,고기/비빔밥,분식,야채/소고기/쌀
703790,손수김밥,1054193,참치돌솥비빔밥,한식,생선/비빔밥,분식,야채/쌀/참치
703790,손수김밥,1054194,된장찌개,한식,찌개,찜/탕/찌개/전골,야채/두부/된장
703790,손수김밥,1054195,생돼지김치찌개,한식,찌개/고기,찜/탕/찌개/전골,야채/김치/돼지고기/두부
703790,손수김밥,1054196,참치김치찌개,한식,생선/찌개,찜/탕/찌개/전골,야채/김치/참치/두부
703790,손수김밥,1054198,순두부찌개,한식,찌개,찜/탕/찌개/전골,야채/순두부
703790,손수김밥,1054199,애호박찌개,한식,찌개,찜/탕/찌개/전골,야채/애호박
703790,손수김밥,1054200,부대찌개,한식,찌개,찜/탕/찌개/전골,야채/햄/소시지
703790,손수김밥,1054201,짬뽕국밥,한식,짬뽕/국밥,분식,야채/해산물/쌀
703790,손수김밥,1054202,육개장,한식,고기/탕,찜/탕/찌개/전골,야채/소고기/숙주/고사리
703790,손수김밥,1054203,갈비탕,한식,고기/탕,찜/탕/찌개/전골,야채/소고기
703790,손수김밥,1054204,뚝배기불고기,한식,불고기/고기,분식,소고기/버섯/야채
703790,손수김밥,1054205,고등어김치조림,한식,생선/조림,분식,야채/김치/생선/고등어
705385,시골집,647157,닭볶음탕,한식,닭고기/볶음,백반/죽/국수/한식,야채/닭/감자
705385,시골집,647158,삼겹김치찜,한식,고기/찜,백반/죽/국수/한식,김치/삼겹살/야채/돼지고기
705385,시골집,647159,제육쌈밥,한식,백반/고기,백반/죽/국수/한식,야채/고추/돼지고기/쌀/우렁이
705385,시골집,647160,육회비빔밥,한식,비빔밥/밥,백반/죽/국수/한식,야채/고기/쌀/소고기
705385,시골집,647161,익힌비빔밥,한식,비빔밥/밥,백반/죽/국수/한식,야채/쌀/고기
715737,서울깍두기,1146675,설렁탕,한식,고기/탕,찜/탕/찌개/전골,사골
715737,서울깍두기,1146677,갈비탕,한식,고기/탕,찜/탕/찌개/전골,야채/소고기
715737,서울깍두기,1146678,꼬리곰탕,한식,소고기/곰탕,찜/탕/찌개/전골,소꼬리
715737,서울깍두기,1146679,도가니탕,한식,소고기/탕,찜/탕/찌개/전골,소도가니
715737,서울깍두기,1146680,수육,한식,소고기,고기/구이/족발/보쌈,고기
715737,서울깍두기,1146681,소갈비찜,한식,소고기/찜,찜/탕/찌개/전골,야채/소갈비
723663,통큰경양식,1305847,통큰정식,분식,백반,백반/죽/국수/한식,돼지고기
723663,통큰경양식,1305848,왕생돈까스,분식,돈까스,돈까스/회/일식,돼지고기/계란/밀가루/빵가루
723663,통큰경양식,1305849,왕치즈돈까스,분식,돈까스,돈까스/회/일식,돼지고기/치즈/계란/밀가루/빵가루
723663,통큰경양식,1305850,생선가스,분식,생선/돈까스,돈까스/회/일식,생선/계란/밀가루/빵가루
723663,통큰경양식,1305851,오므라이스,분식,볶음밥/밥,백반/죽/국수/한식,야채/쌀/계란
723663,통큰경양식,1305852,순두부찌개,한식,찌개,찜/탕/찌개/전골,야채/순두부
723663,통큰경양식,1305853,물냉면,한식,냉면/면,백반/죽/국수/한식,야채/메밀면/계란/육수
723663,통큰경양식,1305862,비빔냉면,한식,냉면/면,백반/죽/국수/한식,야채/메밀면/계란
742604,칠우불고기,780143,삼겹살,식육,돼지고기/고기,고기/구이/족발/보쌈,삼겹살
742604,칠우불고기,780144,목살,식육,돼지고기/고기,고기/구이/족발/보쌈,목살
759638,롯데리아,1800741,폴더버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/고기/빵
759638,롯데리아,1800746,리아미라클버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,양파/빵/양상추/콩고기
759638,롯데리아,1800747,클래식치즈버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,치즈
759638,롯데리아,1800750,한우불고기버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,소고기
759638,롯데리아,1800754,와규에디션버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,고기/치즈/토마토/양파/빵/양상추
759638,롯데리아,1800756,AZ버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,고기/치즈/토마토/양파/양상추
759638,롯데리아,1800758,모짜렐라인더버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,치즈/계란/베이컨
759638,롯데리아,1800759,DOUBLEX2,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/고기/빵
759638,롯데리아,1800764,불고기버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/고기/빵
759638,롯데리아,1800766,새우버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,새우
759638,롯데리아,1800768,핫크리스피버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/닭고기/빵/밀가루
759638,롯데리아,1800770,T-REX버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/닭고기/밀가루/피클
759638,롯데리아,1800772,치킨버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/고기/빵
759638,롯데리아,1800774,데리버거,패스트푸드,햄버거/빵,치킨/피자/패스트푸드,야채/고기/빵
796823,전부,2434746,카이센동,일식,덮밥/해산물,돈까스/회/일식,야채/새우/해산물/쌀/계란/연어/도미/광어/참치뱃살/연어알
796823,전부,2434747,네기도로동,일식,덮밥/회,돈까스/회/일식,생선/야채/쌀
796823,전부,2434748,사케동,일식,덮밥/회,돈까스/회/일식,쌀/연어
796823,전부,2434749,후토마키,일식,김밥/밥,돈까스/회/일식,쌀
796823,전부,2434750,도미버터솥밥,일식,백반/밥,백반/죽/국수/한식,버터/생선회/도미
797572,고향청국장,651517,삼겹살,식육,돼지고기/고기,고기/구이/족발/보쌈,삼겹살
797572,고향청국장,651518,돼지주물럭,한식,돼지고기/고기,백반/죽/국수/한식,야채/고추/돼지고기
797572,고향청국장,651519,청국장,한식,국,찜/탕/찌개/전골,야채/두부
797572,고향청국장,651520,장어탕,한식,탕/생선,찜/탕/찌개/전골,야채/장어
797572,고향청국장,651521,김치찌개,한식,찌개,찜/탕/찌개/전골,야채/김치
797572,고향청국장,651522,냉면,한식,냉면/면,백반/죽/국수/한식,야채/메밀면/계란/육수
800752,궁동시골밥상,517738,백반,한식,백반/밥,백반/죽/국수/한식,야채/쌀
800752,궁동시골밥상,517745,갈치조림,한식,생선/조림,백반/죽/국수/한식,야채/갈치
800752,궁동시골밥상,517746,닭볶음탕,한식,볶음/고기,백반/죽/국수/한식,야채/닭고기/감자
800752,궁동시골밥상,517747,제육볶음,한식,볶음/고기,백반/죽/국수/한식,야채/고추/돼지고기/양파
800752,궁동시골밥상,517749,촌닭백숙,한식,고기/탕,백반/죽/국수/한식,인삼/마늘/닭고기/찹쌀
800752,궁동시골밥상,517750,오리로스,식육,고기/구이,고기/구이/족발/보쌈,오리고기
800752,궁동시골밥상,517751,삼겹살,식육,돼지고기/고기,고기/구이/족발/보쌈,삼겹살
801173,마네키,2302914,마네키카츠,일식,돈까스,돈까스/회/일식,돼지고기
801173,마네키,2302915,로스카츠,일식,돈까스,돈까스/회/일식,돼지고기
801173,마네키,2302916,모짜렐라치즈카츠,일식,돈까스,돈까스/회/일식,치즈/모짜렐라치즈
801173,마네키,2302917,네코카츠,일식,돈까스,돈까스/회/일식,안심/등심/새우
801173,마네키,2302918,카츠카레,일식,카레/밥,돈까스/회/일식,야채/돼지고기/계란/밀가루/빵가루
801173,마네키,2302919,카츠꼬치우동,일식,우동/면,돈까스/회/일식,면/가쓰오부시
801173,마네키,2302920,카츠김치우동,일식,우동/면,돈까스/회/일식,김치/면/가쓰오부시
801542,하동정,845783,통삼겹살바베큐,한식,돼지고기/구이,고기/구이/족발/보쌈,삼겹살
801542,하동정,845784,갈비바비큐,한식,소고기/구이,고기/구이/족발/보쌈,소갈비
801542,하동정,845785,통삼겹살바비큐,한식,돼지고기/구이,고기/구이/족발/보쌈,삼겹살
801542,하동정,845786,오리바비큐,한식,고기/구이,고기/구이/족발/보쌈,고기/오리고기
801542,하동정,845789,전주식돼지불고기,한식,불고기/고기,백반/죽/국수/한식,돼지고기
801542,하동정,845791,쌈밥,한식,백반/밥,백반/죽/국수/한식,쌀/야채
801542,하동정,845792,애호박찌개,한식,찌개,찜/탕/찌개/전골,야채/애호박
801542,하동정,845793,김치찌개,한식,찌개,찜/탕/찌개/전골,야채/김치
801542,하동정,845794,무쇠솥밥,한식,비빔밥/밥,백반/죽/국수/한식,쌀
832711,소복,1959782,소복마제멘,일식,라면/면,돈까스/회/일식,고기
832711,소복,1959783,간장새우덮밥,일식,덮밥/해산물,돈까스/회/일식,새우
832711,소복,1959784,매콤닭목살덮밥,일식,덮밥/고기,돈까스/회/일식,닭고기
832711,소복,1959786,한우대창덮밥,일식,덮밥/소고기,돈까스/회/일식,소대창
832711,소복,1959788,부타동,일식,덮밥/밥,돈까스/회/일식,야채/돼지고기/쌀
832711,소복,1959790,연어덮밥,일식,덮밥/회,돈까스/회/일식,연어/쌀
832711,소복,1959792,함박스테이크덮밥,일식,덮밥/고기,돈까스/회/일식,야채/소고기/쌀
845019,솔밭솥밥,2529147,와규솥밥,한식,비빔밥/소고기,백반/죽/국수/한식,와규/ 쌀
845019,솔밭솥밥,2529148,도미키조개관자솥밥,한식,비빔밥/해산물,백반/죽/국수/한식,생선회/도미
845019,솔밭솥밥,2529149,구운연어솥밥,한식,비빔밥/생선,백반/죽/국수/한식,연어/ 쌀
845019,솔밭솥밥,2529150,파불고기솥밥,한식,비빔밥/불고기,백반/죽/국수/한식,야채/소고기/파
855479,뼈대있는집 감자탕,653218,우거지감자탕,한식,탕,백반/죽/국수/한식,야채/우거지/돼지등뼈/감자
855479,뼈대있는집 감자탕,653223,묵은지감자탕,한식,탕,백반/죽/국수/한식,야채/돼지등뼈/감자/묵은지
855479,뼈대있는집 감자탕,653226,묵은지찜,한식,찜,백반/죽/국수/한식,야채/돼지고기/묵은지
855479,뼈대있는집 감자탕,653230,뼈해장국,한식,국,백반/죽/국수/한식,야채/돼지고기/쌀/돼지등뼈
857451,피자헛,653247,리치골드피자,양식,피자/빵,치킨/피자/패스트푸드,야채/고구마/치즈/밀가루
857451,피자헛,653249,치즈크러스트피자,양식,피자/빵,치킨/피자/패스트푸드,야채/고기/치즈/밀가루
857451,피자헛,653251,티본스테이크쉬림프피자,양식,피자/빵,치킨/피자/패스트푸드,새우/ 소고기/야채/고기/치즈/밀가루
857451,피자헛,653253,직화불고기쉬림프피자,양식,피자/빵,치킨/피자/패스트푸드,소고기/새우/야채/고기/치즈/밀가루
857451,피자헛,653255,아보카도쉬림프피자,양식,피자/빵,치킨/피자/패스트푸드,새우/아보카도/야채/고기/치즈/밀가루
857451,피자헛,653257,블랙알리오스테이크피자,양식,피자/빵,치킨/피자/패스트푸드,마늘/파스타면
857451,피자헛,653259,얼티밋미트피자,양식,피자/빵,치킨/피자/패스트푸드,야채/고기/치즈/밀가루
857451,피자헛,653261,갈릭버터쉬림프피자,양식,피자/빵,치킨/피자/패스트푸드,야채/새우/치즈/버터/마늘/밀가루
857451,피자헛,653263,직화불고기피자,양식,피자/빵,치킨/피자/패스트푸드,소고기/야채/고기/치즈/밀가루
857451,피자헛,653265,토핑킹피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/야채/고기/치즈/밀가루
857451,피자헛,653267,더블치즈티본스테이크피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/티본스테이크
857451,피자헛,653269,치즈킹피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/야채/고기/치즈/밀가루
857451,피자헛,653271,수퍼슈프림피자,양식,피자/빵,치킨/피자/패스트푸드,야채/고기/치즈/밀가루
857451,피자헛,653273,베이컨포테이토피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/토마토/감자/밀가루/베이컨
857451,피자헛,653275,월드스트리트푸드와우박스피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/토마토/밀가루/야채
857451,피자헛,653277,메가더블세트피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/토마토/밀가루/야채
857451,피자헛,653279,제주고르곤졸라피자,양식,피자/빵,치킨/피자/패스트푸드,모짜렐라치즈/밀가루/고르곤졸라치즈
857451,피자헛,653281,순삭포테이토피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/감자/토마토/밀가루/야채
857451,피자헛,653283,뿜뿜불고기피자,양식,피자/빵,치킨/피자/패스트푸드,소고기/야채/고기/치즈/밀가루
857451,피자헛,653285,케미콤보피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/토마토/밀가루/야채
857451,피자헛,653287,갓치킨피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/닭고기/토마토/밀가루/야채
857451,피자헛,653289,얌얌페퍼로니피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/토마토/밀가루/야채
857451,피자헛,653291,수퍼슈프림피자,양식,피자/빵,치킨/피자/패스트푸드,야채/고기/치즈/밀가루
857451,피자헛,653292,직화불고기피자,양식,피자/빵,치킨/피자/패스트푸드,소고기/야채/고기/치즈/밀가루
857451,피자헛,653293,페퍼로니피자,양식,피자/빵,치킨/피자/패스트푸드,치즈/밀가루/페퍼로니
