rest_id,rest_name,rest_address,b_url,ad_nonad
192508,신불떡볶이,광주광역시 동구 장동로 23-12,https://blog.naver.com/PostView.naver?blogId=0685236&logNo=222646994999&from=search&redirect=Log&widgetTypeCall=true&topReferer=https%3A%2F%2Fsearch.naver.com%2Fsearch.naver%3Fquery%3D%25EC%259E%25A5%25EB%258F%2599%25EB%25A1%259C%2520%25EC%258B%25A0%25EB%25B6%2588%25EB%2596%25A1%25EB%25B3%25B6%25EC%259D%25B4%26nso%3D%26where%3Dblog%26sm%3Dtab_opt&directAccess=false,0
212742,이삭토스트,광주광역시 동구 중앙로196번길 29,https://blog.naver.com/PostView.naver?blogId=ssungstar&logNo=222012117825&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F1855338094%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648790855931%26type%3DphotoView&directAccess=false,0
212742,이삭토스트,광주광역시 동구 중앙로196번길 29,https://blog.naver.com/PostView.naver?blogId=4ever22_&logNo=222266665736&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F1855338094%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648790855931%26type%3DphotoView&directAccess=false,0
212751,수라상,광주광역시 동구 제봉로82번길 13-9,https://blog.naver.com/PostView.naver?blogId=vera0611&logNo=222570973615&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15973666%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648791169634%26type%3DphotoView&directAccess=false,0
212751,수라상,광주광역시 동구 제봉로82번길 13-9,https://blog.naver.com/PostView.naver?blogId=ohmir4555&logNo=222591966394&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15973666%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648791440505%26type%3DphotoView&directAccess=false,0
212751,수라상,광주광역시 동구 제봉로82번길 13-9,https://blog.naver.com/PostView.naver?blogId=tpfudskfl&logNo=222263722960&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15973666%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648791440505%26type%3DphotoView&directAccess=false,0
212751,수라상,광주광역시 동구 제봉로82번길 13-9,https://blog.naver.com/PostView.naver?blogId=rvdgyhappy&logNo=222630688127&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15973666%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648791169634%26type%3DphotoView&directAccess=false,0
232403,엄마주방,광주광역시 동구 중앙로196번길 29,https://blog.naver.com/PostView.naver?blogId=yeong_pd&logNo=222323218773&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F38466841%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648791728144%26type%3DphotoView&directAccess=false,0
252044,일흥식당,광주광역시 동구 제봉로98번길 6,https://blog.naver.com/PostView.naver?blogId=toll0305&logNo=222580835283&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F15973653%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648791879747%26type%3DphotoView&directAccess=false,0
252050,영성원,광주광역시 동구 제봉로82번길 13-7,https://blog.naver.com/PostView.naver?blogId=baer54&logNo=221765507723&redirect=Dlog&widgetTypeCall=true&topReferer=https%3A%2F%2Fpcmap.place.naver.com%2Frestaurant%2F37921533%2Freview%2Fugc%3Ffrom%3Dmap%26fromPanelNum%3D2%26ts%3D1648792034697%26type%3DphotoView&directAccess=false,0
